Trade Date,Symbol,Series,Security Name,Category,Last Trade Date,Face Value(Rs.),Issue Size,Close Price/Paid up value(Rs.),Market Cap(Rs.)              
29 OCT 2025,FOCUS,EQ,FOCUS LIGHTG & FIXTRS LTD,Listed    ,29 OCT 2025,               2.00,          67253075,             86.30,     5802595311.00     
29 OCT 2025,FONEBOX,SM,FONEBOX RETAIL LIMITED   ,Listed    ,29 OCT 2025,              10.00,          10260000,             90.00,      923400000.00   
29 OCT 2025,FOODSIN,EQ,FOODS & INNS LIMITED     ,Listed    ,29 OCT 2025,               1.00,          73414624,             81.10,     5952457713.90   
29 OCT 2025,FORCAS,SM,FORCAS STUDIO LIMITED    ,Listed    ,29 OCT 2025,              10.00,          17580000,            122.25,     2149155000.00    
29 OCT 2025,FORCEMOT,EQ,FORCE MOTORS LIMITED     ,Listed    ,29 OCT 2025,              10.00,          13032914,          16648.00,   216971952272.00  
29 OCT 2025,FORGEAUTO,SM,FORGE AUTO INTERNATION L ,Listed    ,29 OCT 2025,              10.00,          10920000,            134.00,     1463280000.00 
29 OCT 2025,FORTIS,EQ,FORTIS HEALTHCARE LTD    ,Listed    ,29 OCT 2025,              10.00,         754958148,           1055.45,   796820577306.60    
29 OCT 2025,FOSECOIND,EQ,FOSECO INDIA LTD         ,Listed    ,29 OCT 2025,              10.00,           6386459,           5701.00,    36409202759.00 
29 OCT 2025,FRESHARA,SM,FRESHARA AGRO EXPORTS LTD,Listed    ,29 OCT 2025,              10.00,          23499200,            165.50,     3889117600.00  
29 OCT 2025,FROG,SM,FROG CELLSAT LIMITED     ,Listed    ,29 OCT 2025,              10.00,          15554300,            212.70,     3308399610.00      
29 OCT 2025,FSL,EQ,FIRSTSOURCE SOLU. LTD.   ,Listed    ,29 OCT 2025,              10.00,         696990826,            348.90,   243180099191.40       
29 OCT 2025,FUSION,EQ,FUSION FINANCE LIMITED   ,Listed    ,29 OCT 2025,              10.00,         101023885,            185.00,    18687398247.30    
29 OCT 2025,GABRIEL,EQ,GABRIEL INDIA LTD        ,Listed    ,29 OCT 2025,               1.00,         143643940,           1289.30,   185200131842.00   
29 OCT 2025,GAEL,EQ,GUJARAT AMBUJA EXPORTS LT,Listed    ,29 OCT 2025,               1.00,         458670660,            107.00,    49068587206.80      
29 OCT 2025,GAIL,EQ,GAIL (INDIA) LTD         ,Listed    ,29 OCT 2025,              10.00,        6575099644,            184.65,  1214026398268.15      
29 OCT 2025,GAJANAND,SM,GAJANAND INTERNATIONAL L ,Listed    ,29 OCT 2025,              10.00,          18835568,             11.10,      209074804.80  
29 OCT 2025,GALAPREC,EQ,GALA PRECISION ENG LTD   ,Listed    ,29 OCT 2025,              10.00,          12750275,            759.15,     9679371266.25  
29 OCT 2025,GALAXYSURF,EQ,GALAXY SURFACTANTS LTD   ,Listed    ,29 OCT 2025,              10.00,          35454752,           2270.70,    80507105366.40
29 OCT 2025,GALLANTT,EQ,GALLANTT ISPAT LIMITED   ,Listed    ,29 OCT 2025,              10.00,         241280945,            536.35,   129411034850.75  
29 OCT 2025,GANDHAR,EQ,GANDHAR OIL REFINE IND L ,Listed    ,29 OCT 2025,               2.00,          97879530,            136.45,    13353704277.90   
29 OCT 2025,GANDHITUBE,EQ,GANDHI SPL. TUBES LTD    ,Listed    ,29 OCT 2025,               5.00,          12152000,            886.10,    10767887200.00
29 OCT 2025,GANECOS,EQ,GANESHA ECOSPHERE LIMITED,Listed    ,29 OCT 2025,              10.00,          25456984,           1224.00,    31159348416.00   
29 OCT 2025,GANESHBE,EQ,GANESH BENZOPLAST LIMITED,Listed    ,29 OCT 2025,               1.00,          71989421,             86.40,     6218446186.00  
29 OCT 2025,GANESHCP,EQ,GANESH CONSUMER PRODUCT L,Listed    ,29 OCT 2025,              10.00,          40412946,            282.40,    11412615950.40  
29 OCT 2025,GANESHHOU,EQ,GANESH HOUSING LIMITED   ,Listed    ,29 OCT 2025,              10.00,          83387090,            825.05,    68798518604.50 
29 OCT 2025,GANESHIN,SM,GANESH INFRAWORLD LIMITED,Listed    ,29 OCT 2025,               5.00,          42721397,            222.30,     9496966553.10  
29 OCT 2025,GANGABATH,SM,GANGA BATH FITTINGS LTD  ,Listed    ,29 OCT 2025,              10.00,          22207848,             25.95,      576293655.60 
29 OCT 2025,GANGAFORGE,EQ,GANGA FORGING LIMITED    ,Listed    ,29 OCT 2025,               1.00,         134802230,              3.50,      469111760.40
29 OCT 2025,GANGESSECU,EQ,GANGES SECURITIES LIMITED,Listed    ,29 OCT 2025,              10.00,          10003687,            158.05,     1580882656.60
29 OCT 2025,GARFIBRES,EQ,GARWARE TECH FIBRES LTD  ,Listed    ,29 OCT 2025,              10.00,          99265845,            771.60,    76593526002.00 
29 OCT 2025,GARUDA,EQ,GARUDA CONSTRUCT N ENG L ,Listed    ,29 OCT 2025,               5.00,          93041742,            202.85,    18874447782.10    
29 OCT 2025,GATECH,EQ,GACM TECHNOLOGIES LIMITED,Listed    ,29 OCT 2025,               1.00,        1102742236,              0.65,      716782453.40    
29 OCT 2025,GATECHDVR,EQ,GACM TECHNOLOGIES LIMITED,Listed    ,29 OCT 2025,               1.00,         189665894,              0.50,       98626264.90 
29 OCT 2025,GATEWAY,EQ,GATEWAY DISTRIPARKS LTD  ,Listed    ,29 OCT 2025,              10.00,         499643836,             63.25,    31592479750.30   
29 OCT 2025,GAYAHWS,BE,GAYATRI HIGHWAYS LIMITED ,Listed    ,29 OCT 2025,               2.00,         239651900,              3.20,      766886080.00   
29 OCT 2025,GCHOTELS,ST,GRAND CONTINENT HOTELS L ,Listed    ,29 OCT 2025,              10.00,          24919403,            204.00,     5083558212.00  
29 OCT 2025,GCSL,EQ,GRETEX CORPORATE SERVICES,Listed    ,29 OCT 2025,              10.00,          22639347,            228.30,     5168562920.10      
29 OCT 2025,GEECEE,EQ,GEECEE VENTURES LIMITED  ,Listed    ,29 OCT 2025,              10.00,          20911729,            334.40,     6992882177.60    
29 OCT 2025,GEEKAYWIRE,EQ,GEEKAY WIRES LIMITED     ,Listed    ,29 OCT 2025,               2.00,          52260000,             68.90,     3599668800.00
29 OCT 2025,GEMAROMA,EQ,GEM AROMATICS LIMITED    ,Listed    ,29 OCT 2025,               2.00,          52237138,            228.95,    11959170373.70  
29 OCT 2025,GENCON,EQ,GENERIC ENG CONS PROJ LTD,Listed    ,29 OCT 2025,               5.00,          56986219,             42.75,     2435591000.05    
29 OCT 2025,GENESYS,EQ,GENESYS INTL CORPN LTD   ,Listed    ,29 OCT 2025,               5.00,          41718912,            516.05,    21529044537.60   
29 OCT 2025,GENUSPAPER,EQ,GENUS P&B LIMITED        ,Listed    ,29 OCT 2025,               1.00,         257125940,             16.70,     4299145716.80
29 OCT 2025,GENUSPOWER,EQ,GENUS POWER INFRASTRU LTD,Listed    ,29 OCT 2025,               1.00,         304111548,            324.20,    98592963861.60
29 OCT 2025,GEOJITFSL,EQ,GEOJIT FINANCIAL SER L   ,Listed    ,29 OCT 2025,               1.00,         279122119,             74.55,    20808553971.45 
29 OCT 2025,GESHIP,EQ,THE GE SHPG.LTD          ,Listed    ,29 OCT 2025,              10.00,         142767161,           1071.90,   153032119875.90    
29 OCT 2025,GGBL,SM,GANESH GREEN BHARAT LTD  ,Listed    ,29 OCT 2025,              10.00,          24801000,            392.40,     9731912400.00      
29 OCT 2025,GHCL,EQ,GHCL LIMITED             ,Listed    ,29 OCT 2025,              10.00,          96072086,            648.00,    62254711728.00      
29 OCT 2025,GHCLTEXTIL,EQ,GHCL TEXTILES LIMITED    ,Listed    ,29 OCT 2025,               2.00,          95585786,             78.05,     7461426455.15
29 OCT 2025,GICHSGFIN,EQ,GIC HOUSING FINANCE LTD  ,Listed    ,29 OCT 2025,              10.00,          53851066,            178.15,     9592490386.60 
29 OCT 2025,GICL,SM,GLOBE INTL CARRIERS LTD  ,Listed    ,29 OCT 2025,               5.00,         111954588,             42.30,     4735679072.40      
29 OCT 2025,GICRE,EQ,GENERAL INS CORP OF INDIA,Listed    ,29 OCT 2025,               5.00,        1754400000,            386.30,   677724720000.00     
29 OCT 2025,GILLANDERS,EQ,GILLANDERS ARBUTHNOT LTD ,Listed    ,29 OCT 2025,              10.00,          21342346,            122.50,     2614010538.10
29 OCT 2025,GILLETTE,EQ,GILLETTE INDIA LTD       ,Listed    ,29 OCT 2025,              10.00,          32585217,           9063.50,   295336114279.50  
29 OCT 2025,GINNIFILA,BE,GINNIFILAMENTS LTD.      ,Listed    ,29 OCT 2025,              10.00,          85650065,             44.80,     3838835913.30 
29 OCT 2025,GIPCL,EQ,GUJ IND POW CO. LTD      ,Listed    ,29 OCT 2025,              10.00,         155215944,            185.00,    28714949640.00     
29 OCT 2025,GIRIRAJ,SM,GIRIRAJ CIVIL DEVP LTD   ,Listed    ,29 OCT 2025,              10.00,          23920500,            219.45,     5249353725.00   
29 OCT 2025,GKENERGY,EQ,GK ENERGY LIMITED        ,Listed    ,29 OCT 2025,               2.00,         202817266,            199.85,    40528974264.80  
29 OCT 2025,GKWLIMITED,EQ,GKW LIMITED              ,Listed    ,29 OCT 2025,              10.00,           5966500,           1830.30,    10920484950.00
29 OCT 2025,GLAND,EQ,GLAND PHARMA LIMITED     ,Listed    ,29 OCT 2025,               1.00,         164756423,           1904.50,   313778607603.50     
29 OCT 2025,GLAXO,EQ,GLAXOSMITHKLINE PHARMA LT,Listed    ,29 OCT 2025,              10.00,         169406034,           2642.80,   447706266655.20     
29 OCT 2025,GLENMARK,EQ,GLENMARK PHARMACEUTICALS ,Listed    ,29 OCT 2025,               1.00,         282200809,           1843.30,   520180751229.70  
29 OCT 2025,GLFL,BE,GUJARAT LEASE FINANCING L,Listed    ,29 OCT 2025,              10.00,          27125767,              8.90,      241419326.30      
29 OCT 2025,GLOBAL,EQ,GLOBAL EDUCATION LIMITED ,Listed    ,29 OCT 2025,               2.00,          50901500,             68.85,     3503550245.00    
29 OCT 2025,GLOBALE,EQ,GLOBALE TESSILE LIMITED  ,Listed    ,29 OCT 2025,              10.00,          10620275,             12.70,      134983695.25   
29 OCT 2025,GLOBALPET,SM,GLOBAL PET INDUSTRIES LTD,Listed    ,28 OCT 2025,              10.00,          11787408,            142.00,     1673811936.00 
29 OCT 2025,GLOBALVECT,EQ,GLOBAL VEC HELICORP LTD  ,Listed    ,29 OCT 2025,              10.00,          14000000,            221.95,     3107440000.00
29 OCT 2025,GLOBE,EQ,GLOBE TEXTILES (I) LTD.  ,Listed    ,29 OCT 2025,               2.00,         450418788,              2.35,     1053979963.90     
29 OCT 2025,GLOBECIVIL,EQ,GLOBE CIVIL PROJECTS LTD ,Listed    ,29 OCT 2025,              10.00,          59718999,             72.50,     4329627427.50
29 OCT 2025,GLOBUSSPR,EQ,GLOBUS SPIRITS LTD       ,Listed    ,29 OCT 2025,              10.00,          28965734,           1082.90,    31366993348.60 
29 OCT 2025,GLOSTERLTD,EQ,GLOSTER LIMITED          ,Listed    ,29 OCT 2025,              10.00,          10943260,            625.85,     6848839271.00
29 OCT 2025,GLOTTIS,EQ,GLOTTIS LIMITED          ,Listed    ,29 OCT 2025,               2.00,          92403000,             76.20,     7041108600.00   
29 OCT 2025,GMBREW,EQ,G M BREWERIES LTD        ,Listed    ,29 OCT 2025,              10.00,          22846924,           1257.50,    28730006930.00    
29 OCT 2025,GMDCLTD,EQ,GUJARAT MINERAL DEV CORP ,Listed    ,29 OCT 2025,               2.00,         318000000,            591.20,   188001600000.00   
29 OCT 2025,GML,SM,GALAXY MEDICARE LIMITED  ,Listed    ,29 OCT 2025,              10.00,          15171983,             21.90,      332266427.70       
29 OCT 2025,GMMPFAUDLR,EQ,GMM PFAUDLER LIMITED     ,Listed    ,29 OCT 2025,               2.00,          44957224,           1232.60,    55414274302.40
29 OCT 2025,GMRAIRPORT,EQ,GMR AIRPORTS LIMITED     ,Listed    ,29 OCT 2025,               1.00,       10558975952,             92.95,   981667994257.45
29 OCT 2025,GMRP&UI,EQ,GMR POW AND URBAN INFRA L,Listed    ,29 OCT 2025,               5.00,         714836194,            118.95,    85015468552.40   
29 OCT 2025,GNA,EQ,GNA AXLES LIMITED        ,Listed    ,29 OCT 2025,              10.00,          42930800,            321.30,    13793666040.00       
29 OCT 2025,GNFC,EQ,GUJ NAR VAL FER & CHEM L ,Listed    ,29 OCT 2025,              10.00,         146940683,            508.75,    74756072476.25      
29 OCT 2025,GOACARBON,EQ,GOA CARBON LIMITED       ,Listed    ,29 OCT 2025,              10.00,           9151052,            448.90,     4107907242.80 
29 OCT 2025,GOCLCORP,EQ,GOCL CORPORATION LIMITED ,Listed    ,29 OCT 2025,               2.00,          49572490,            367.05,    18195582454.50  
29 OCT 2025,GOCOLORS,EQ,GO FASHION INDIA LTD     ,Listed    ,29 OCT 2025,              10.00,          54008984,            664.70,    35899771664.80  
29 OCT 2025,GODAVARIB,EQ,GODAVARI BIOREFINERIES L ,Listed    ,29 OCT 2025,              10.00,          51175977,            275.90,    14119452054.30 
29 OCT 2025,GODFRYPHLP,EQ,GODFREY PHILLIPS INDIA LT,Listed    ,29 OCT 2025,               2.00,         155981760,           3156.90,   492418818144.00
29 OCT 2025,GODIGIT,EQ,GO DIGIT GENERAL INS LTD ,Listed    ,29 OCT 2025,              10.00,         923310946,            365.60,   337562481857.60   
29 OCT 2025,GODREJAGRO,EQ,GODREJ AGROVET LIMITED   ,Listed    ,29 OCT 2025,              10.00,         192328541,            666.90,   128263903992.90
29 OCT 2025,GODREJCP,EQ,GODREJ CONSUMER PRODUCTS ,Listed    ,29 OCT 2025,               1.00,        1023074343,           1106.80,  1132338682832.40  
29 OCT 2025,GODREJIND,EQ,GODREJ INDUSTRIES LTD    ,Listed    ,29 OCT 2025,               1.00,         336803137,           1095.20,   368866795642.40 
29 OCT 2025,GODREJPROP,EQ,GODREJ PROPERTIES LTD    ,Listed    ,29 OCT 2025,               5.00,         301206344,           2311.30,   696178222887.20
29 OCT 2025,GOKEX,EQ,GOKALDAS EXPORTS LTD.    ,Listed    ,29 OCT 2025,               5.00,          73228378,            865.90,    63408452510.20     
29 OCT 2025,GOKUL,EQ,GOKUL REFOILS & SOLV LTD ,Listed    ,29 OCT 2025,               2.00,          98995000,             40.40,     3999398000.00     
29 OCT 2025,GOKULAGRO,EQ,GOKUL AGRO RESOURCES LTD ,Listed    ,29 OCT 2025,               1.00,         295086716,            174.85,    51595912292.60 
29 OCT 2025,GOLDENTOBC,BZ,GOLDEN TOBACCO LIMITED   ,Listed    ,29 OCT 2025,              10.00,          17608802,             34.75,      611905869.50
29 OCT 2025,GOLDIAM,EQ,GOLDIAM INTERNATIONAL LTD,Listed    ,29 OCT 2025,               2.00,         112917844,            363.90,    41090803431.60   
29 OCT 2025,GOLDKART,ST,GOLDKART JEWELS LIMITED  ,Listed    ,23 OCT 2025,              10.00,          16785350,            255.00,     4280264250.00  
29 OCT 2025,GOLDSTAR,SM,GOLDSTAR POWER LIMITED   ,Listed    ,28 OCT 2025,               1.00,         286198500,              8.20,     2346827700.00  
29 OCT 2025,GOLDTECH,EQ,AION-TECH SOLUTIONS LTD  ,Listed    ,29 OCT 2025,              10.00,          52261836,             59.00,     3082403087.30  
29 OCT 2025,GOODLUCK,EQ,GOODLUCK INDIA LIMITED   ,Listed    ,29 OCT 2025,               2.00,          33238509,           1254.10,    41684414136.90  
29 OCT 2025,GOPAL,EQ,GOPAL SNACKS LIMITED     ,Listed    ,29 OCT 2025,               1.00,         124622344,            349.65,    43574202579.60     
29 OCT 2025,GOYALALUM,EQ,GOYAL ALUMINIUMS LIMITED ,Listed    ,29 OCT 2025,               1.00,         142732780,              7.30,     1039094638.40 
29 OCT 2025,GOYALSALT,SM,GOYAL SALT LIMITED       ,Listed    ,29 OCT 2025,              10.00,          17900250,            198.50,     3553199625.00 
29 OCT 2025,GPECO,SM,GP ECO SOLUTIONS INDIA L ,Listed    ,29 OCT 2025,              10.00,          11830800,            528.95,     6257901660.00     
29 OCT 2025,GPIL,EQ,GODAWARI POW & ISP LTD   ,Listed    ,29 OCT 2025,               1.00,         669616728,            278.45,   186448081744.30      
29 OCT 2025,GPPL,EQ,GUJARAT PIPAVAV PORT LTD ,Listed    ,29 OCT 2025,              10.00,         483439910,            166.00,    80255859459.10      
29 OCT 2025,GPTHEALTH,EQ,GPT HEALTHCARE LIMITED   ,Listed    ,29 OCT 2025,              10.00,          82054823,            150.40,    12341865927.45 
29 OCT 2025,GPTINFRA,EQ,GPT INFRAPROJECTS LTD    ,Listed    ,29 OCT 2025,              10.00,         126364600,            108.85,    13752259418.00  
29 OCT 2025,GRANULES,EQ,GRANULES INDIA LIMITED   ,Listed    ,29 OCT 2025,               1.00,         242668716,            571.30,   138636637450.80  
29 OCT 2025,GRAPHISAD,SM,GRAPHISADS LIMITED       ,Listed    ,29 OCT 2025,              10.00,          18276500,             35.50,      648815750.00 
29 OCT 2025,GRAPHITE,EQ,GRAPHITE INDIA LTD       ,Listed    ,29 OCT 2025,               2.00,         195375594,            630.55,   123194080796.70  
29 OCT 2025,GRASIM,EQ,GRASIM INDUSTRIES LTD    ,Listed    ,29 OCT 2025,               2.00,         680517031,           2958.70,  2013445739619.70    
29 OCT 2025,GRAVITA,EQ,GRAVITA INDIA LIMITED    ,Listed    ,29 OCT 2025,               2.00,          73808451,           1643.20,   121282046683.20   
29 OCT 2025,GRCL,SM,GAYATRI RUBB AND CHEM LTD,Listed    ,29 OCT 2025,              10.00,           5738000,            388.00,     2226344000.00      
29 OCT 2025,GREAVESCOT,EQ,GREAVES COTTON LTD.      ,Listed    ,29 OCT 2025,               2.00,         232844585,            230.05,    53561239887.55
29 OCT 2025,GREENCHEF,SM,GREENCHEF APPLIANCES LTD ,Listed    ,29 OCT 2025,              10.00,          23271840,             61.70,     1435872528.00 
29 OCT 2025,GREENLAM,EQ,GREENLAM INDUSTRIES LTD. ,Listed    ,29 OCT 2025,               1.00,         255147702,            263.25,    67162529597.45  
29 OCT 2025,GREENLEAF,SM,GREENLEAF ENVIROTECH LTD ,Listed    ,29 OCT 2025,              10.00,           5929250,            130.00,      770802500.00 
